기관명,병합시스템명,시스템명,등급,DR유무,이중화유무,예산사업No,세부사업명,단위사업명,국회확정금액(천원),매칭방법,서비스대상,업무도메인,시스템유형,기관유형,금융관련,개인정보수준,서비스채널,서비스대상,업무도메인,시스템유형,기관유형,금융관련,개인정보수준,서비스채널
한국산업안전보건공단,홈페이지,산재예방정보시스템,2,N,Y,,안전보건관리 정보시스템 운영(정보화),,,기관매핑,혼합,산업안전보건,업무처리시스템,공단,N,중,웹,혼합,산업안전보건,업무처리시스템,공단,N,중,웹
한국산업안전보건공단,홈페이지,아시아·태평양 산업안전보건기구 홈페이지(APOSHO 홈페이지),4,N,Y,,안전보건관리 정보시스템 운영(정보화),,,기관매핑,대국민,정보공개·홍보,홈페이지/포털,공단,N,저,웹,대국민,정보공개·홍보,홈페이지/포털,공단,N,저,웹
한국산업안전보건공단,안전보건공단LMS,안전보건교육포털,3,N,Y,,안전보건관리 정보시스템 운영(정보화),,,기관매핑,대국민,산업안전보건,교육/학습(LMS),공단,N,저,웹,대국민,산업안전보건,교육/학습(LMS),공단,N,저,웹
한국산업안전보건공단,산업안전 행정시스템,안전투자 혁신사업 종합운영시스템,4,N,Y,,안전보건관리 정보시스템 운영(정보화),,,기관매핑,내부,산업안전보건,업무처리시스템,공단,N,저,웹,내부,산업안전보건,업무처리시스템,공단,N,저,웹
한국산업안전보건공단,산업안전 행정시스템,위험성평가 시스템(KRAS 심사원),3,N,Y,,안전보건관리 정보시스템 운영(정보화),,,기관매핑,혼합,산업안전보건,업무처리시스템,공단,N,중,웹,혼합,산업안전보건,업무처리시스템,공단,N,중,웹
한국산업안전보건공단,산업안전 행정시스템,위험성평가 시스템(KRAS2.0),4,N,Y,,안전보건관리 정보시스템 운영(정보화),,,기관매핑,혼합,산업안전보건,업무처리시스템,공단,N,중,웹,혼합,산업안전보건,업무처리시스템,공단,N,중,웹
한국산업안전보건공단,산업안전 행정시스템,유해위험 기계기구 종합정보시스템,4,N,Y,,안전보건관리 정보시스템 운영(정보화),,,기관매핑,내부,산업안전보건,업무처리시스템,공단,N,중,웹,내부,산업안전보건,업무처리시스템,공단,N,중,웹
한국산업안전보건공단,산업안전 행정시스템,유해화학물질 취급시설 검사시스템,4,N,Y,,안전보건관리 정보시스템 운영(정보화),,,기관매핑,내부,산업안전보건,업무처리시스템,공단,N,저,웹,내부,산업안전보건,업무처리시스템,공단,N,저,웹
한국산업안전보건공단,산업안전 행정시스템,작업환경 종합관리 플랫폼,4,N,Y,,안전보건관리 정보시스템 운영(정보화),,,기관매핑,대국민,산업안전보건,업무처리시스템,공단,N,저,웹,대국민,산업안전보건,업무처리시스템,공단,N,저,웹
한국산업안전보건공단,산업안전 행정시스템,직종별 플랫폼 재해예방 시스템,4,N,Y,,안전보건관리 정보시스템 운영(정보화),,,기관매핑,대국민,산업안전보건,업무처리시스템,공단,N,저,웹,대국민,산업안전보건,업무처리시스템,공단,N,저,웹
한국산업안전보건공단,산업안전 행정시스템,클린사업장 조성지원시스템,4,N,Y,,안전보건관리 정보시스템 운영(정보화),,,기관매핑,내부,산업안전보건,업무처리시스템,공단,N,저,웹,내부,산업안전보건,업무처리시스템,공단,N,저,웹
한국산업안전보건공단,홈페이지,홈페이지시스템,3,N,Y,,안전보건관리 정보시스템 운영(정보화),,,기관매핑,대국민,정보공개·홍보,홈페이지/포털,공단,N,저,웹,대국민,정보공개·홍보,홈페이지/포털,공단,N,저,웹
한국산업안전보건공단,홈페이지,화학물질 노출정보 알리미,4,N,Y,,안전보건관리 정보시스템 운영(정보화),,,기관매핑,대국민,산업안전보건,업무처리시스템,공단,N,저,웹,대국민,산업안전보건,업무처리시스템,공단,N,저,웹
한국산업안전보건공단,홈페이지,화학물질정보,4,N,Y,,안전보건관리 정보시스템 운영(정보화),,,기관매핑,대국민,산업안전보건,업무처리시스템,공단,N,저,웹,대국민,산업안전보건,업무처리시스템,공단,N,저,웹
근로복지공단,근로복지공단내부업무시스템,E-HRD시스템,4,N,N,62,근로복지공단 기관운영경비,산재보험및예방기금운영비,"39,702,000",기본매핑(검토필요),혼합,직업훈련·교육,교육/학습(LMS),공단,N,중,웹,혼합,직업훈련·교육,교육/학습(LMS),공단,N,중,웹
근로복지공단,근로복지공단내부업무시스템,E-러닝센터시스템,4,N,N,62,근로복지공단 기관운영경비,산재보험및예방기금운영비,"39,702,000",기본매핑(검토필요),혼합,직업훈련·교육,교육/학습(LMS),공단,N,저,웹,혼합,직업훈련·교육,교육/학습(LMS),공단,N,저,웹
근로복지공단,근로복지공단내부업무시스템,IT-VOC시스템,4,N,Y,62,근로복지공단 기관운영경비,산재보험및예방기금운영비,"39,702,000",기본매핑(검토필요),내부,행정지원,업무처리시스템,공단,N,저,웹,내부,행정지원,업무처리시스템,공단,N,저,웹
근로복지공단,근로복지공단내부업무시스템,e-감사시스템,4,N,N,62,근로복지공단 기관운영경비,산재보험및예방기금운영비,"39,702,000",기본매핑(검토필요),내부,행정지원,업무처리시스템,공단,N,저,웹,내부,행정지원,업무처리시스템,공단,N,저,웹
근로복지공단,노동보험시스템,가입부과 신정보시스템,1,N,Y,2,고용보험적용부과 정보시스템 구축(정보화),고용보험징수관리,"12,662,000",키워드매핑,혼합,사회보험,금융/기금,공단,Y,고,웹,혼합,사회보험,금융/기금,공단,Y,고,웹
근로복지공단,근로복지공단내부업무시스템,개인정보운영지원시스템,미부여,N,N,62,근로복지공단 기관운영경비,산재보험및예방기금운영비,"39,702,000",기본매핑(검토필요),내부,행정지원,내부인프라,공단,N,저,웹,내부,행정지원,내부인프라,공단,N,저,웹
근로복지공단,근로복지공단내부업무시스템,고객상담시스템,4,N,N,62,근로복지공단 기관운영경비,산재보험및예방기금운영비,"39,702,000",기본매핑(검토필요),대국민,고용서비스,상담/콜센터,공단,N,중,웹,대국민,고용서비스,상담/콜센터,공단,N,중,웹
근로복지공단,고용·산재보험 토탈서비스,고용·산재보험 토탈서비스,1,N,N,2,고용보험적용부과 정보시스템 구축(정보화),고용보험징수관리,"12,662,000",키워드매핑,혼합,사회보험,업무처리시스템,공단,Y,고,복합,혼합,사회보험,업무처리시스템,공단,Y,고,복합
근로복지공단,근로복지공단내부업무시스템,과제관리시스템,4,N,N,62,근로복지공단 기관운영경비,산재보험및예방기금운영비,"39,702,000",기본매핑(검토필요),내부,행정지원,업무처리시스템,공단,N,저,웹,내부,행정지원,업무처리시스템,공단,N,저,웹
근로복지공단,근로복지공단내부업무시스템,그룹웨어시스템(웰코넷),3,N,N,,근복기금(신용계정)정보화경비,,,키워드매핑,내부,근로복지,업무처리시스템,공단,Y,저,웹,내부,근로복지,업무처리시스템,공단,Y,저,웹
근로복지공단,홈페이지,근로복지공단 홈페이지,3,N,N,62,근로복지공단 기관운영경비,산재보험및예방기금운영비,"39,702,000",기본매핑(검토필요),대국민,근로복지,홈페이지/포털,공단,N,저,웹,대국민,근로복지,홈페이지/포털,공단,N,저,웹
근로복지공단,홈페이지,근로복지넷,2,N,Y,4,근로복지정보시스템(정보화),근로자복지지원,"9,992,000",키워드매핑,대국민,근로복지,업무처리시스템,공단,Y,고,복합,대국민,근로복지,업무처리시스템,공단,Y,고,복합
근로복지공단,근로복지서비스,근로복지서비스,2,N,Y,4,근로복지정보시스템(정보화),근로자복지지원,"9,992,000",키워드매핑,혼합,근로복지,업무처리시스템,공단,Y,고,웹,혼합,근로복지,업무처리시스템,공단,Y,고,웹
근로복지공단,근로복지공단내부업무시스템,내부포털시스템,3,N,N,62,근로복지공단 기관운영경비,산재보험및예방기금운영비,"39,702,000",기본매핑(검토필요),내부,행정지원,업무처리시스템,공단,N,저,웹,내부,행정지원,업무처리시스템,공단,N,저,웹
근로복지공단,노동보험시스템,노동보험시스템,1,N,Y,,산재보험정보시스템 구축(정보화),,,키워드매핑,혼합,사회보험,업무처리시스템,공단,Y,고,복합,혼합,사회보험,업무처리시스템,공단,Y,고,복합
근로복지공단,노동보험시스템,노동복지데이터분석시스템(EDW),4,N,N,,산재보험정보시스템 구축(정보화),,,키워드매핑,내부,사회보험,데이터/분석,공단,N,저,웹,내부,사회보험,데이터/분석,공단,N,저,웹
근로복지공단,노동보험시스템,망분리시스템(V-Office),3,N,Y,62,근로복지공단 기관운영경비,산재보험및예방기금운영비,"39,702,000",기본매핑(검토필요),내부,행정지원,내부인프라,공단,N,저,웹,내부,행정지원,내부인프라,공단,N,저,웹
근로복지공단,노동보험시스템,부정수급방지시스템(FDS),4,N,N,,산재보험정보시스템 구축(정보화),,,키워드매핑,내부,사회보험,업무처리시스템,공단,Y,고,웹,내부,사회보험,업무처리시스템,공단,Y,고,웹
근로복지공단,노동보험시스템,산재보상맞춤서비스시스템(A-Station),4,N,N,,산재보험정보시스템 구축(정보화),,,키워드매핑,내부,사회보험,업무처리시스템,공단,N,고,웹,내부,사회보험,업무처리시스템,공단,N,고,웹
근로복지공단,근로복지공단의료시스템,산재보험 진료비 약제비 EDI,1,N,N,,산재보험정보시스템 구축(정보화),,,키워드매핑,혼합,사회보험,의료정보,공단,Y,고,웹,혼합,사회보험,의료정보,공단,Y,고,웹
근로복지공단,홈페이지,산재판례정보웹서비스,4,N,N,62,근로복지공단 기관운영경비,산재보험및예방기금운영비,"39,702,000",기본매핑(검토필요),대국민,근로복지,데이터/분석,공단,N,저,웹,대국민,근로복지,데이터/분석,공단,N,저,웹
근로복지공단,근로복지공단내부업무시스템,성과관리시스템,4,N,N,62,근로복지공단 기관운영경비,산재보험및예방기금운영비,"39,702,000",기본매핑(검토필요),내부,행정지원,데이터/분석,공단,N,저,웹,내부,행정지원,데이터/분석,공단,N,저,웹
근로복지공단,노동보험시스템,스마트 자동접수 시스템,3,N,N,62,근로복지공단 기관운영경비,산재보험및예방기금운영비,"39,702,000",기본매핑(검토필요),혼합,근로복지,업무처리시스템,공단,N,저,웹,혼합,근로복지,업무처리시스템,공단,N,저,웹
근로복지공단,근로복지공단내부업무시스템,영상회의시스템,4,N,N,62,근로복지공단 기관운영경비,산재보험및예방기금운영비,"39,702,000",기본매핑(검토필요),내부,행정지원,업무처리시스템,공단,N,저,웹,내부,행정지원,업무처리시스템,공단,N,저,웹
근로복지공단,근로복지공단의료시스템,의료영상저장전송시스템(PACS),3,N,N,,산재보험정보시스템 구축(정보화),,,키워드매핑,내부,사회보험,의료정보,공단,N,고,웹,내부,사회보험,의료정보,공단,N,고,웹
근로복지공단,노동보험시스템,일자리안정지원시스템,4,N,Y,4,근로복지정보시스템(정보화),근로자복지지원,"9,992,000",키워드매핑,내부,근로복지,업무처리시스템,공단,Y,중,웹,내부,근로복지,업무처리시스템,공단,Y,중,웹
근로복지공단,노동보험시스템,재정추계/요율시뮬레이션,4,N,Y,,근복기금(중소계정)정보화경비,,,키워드매핑,내부,근로복지,금융/기금,공단,Y,저,웹,내부,근로복지,금융/기금,공단,Y,저,웹
근로복지공단,근로복지공단중소퇴직기금시스템,중소기업 퇴직연금 기금 통합플랫폼 기금RK 시스템,2,N,Y,4,근로복지정보시스템(정보화),근로자복지지원,"9,992,000",키워드매핑,대국민,근로복지,금융/기금,공단,Y,고,웹,대국민,근로복지,금융/기금,공단,Y,고,웹
근로복지공단,근로복지공단중소퇴직기금시스템,중소기업 퇴직연금 기금 통합플랫폼 기금운용 시스템,3,N,Y,,근복기금(중소계정)정보화경비,,,키워드매핑,대국민,근로복지,금융/기금,공단,Y,저,웹,대국민,근로복지,금융/기금,공단,Y,저,웹
근로복지공단,근로복지공단중소퇴직기금시스템,중소기업 퇴직연금 기금 통합플랫폼 비대면채널 시스템,2,N,Y,4,근로복지정보시스템(정보화),근로자복지지원,"9,992,000",키워드매핑,대국민,근로복지,금융/기금,공단,Y,고,웹,대국민,근로복지,금융/기금,공단,Y,고,웹
근로복지공단,근로복지공단내부업무시스템,지식관리시스템(웰코인),3,N,Y,,근복기금(신용계정)정보화경비,,,키워드매핑,내부,근로복지,업무처리시스템,공단,Y,저,웹,내부,근로복지,업무처리시스템,공단,Y,저,웹
근로복지공단,근로복지공단내부업무시스템,직영어린이집운영시스템,4,N,Y,62,근로복지공단 기관운영경비,산재보험및예방기금운영비,"39,702,000",기본매핑(검토필요),내부,근로복지,업무처리시스템,공단,N,저,웹,내부,근로복지,업무처리시스템,공단,N,저,웹
근로복지공단,근로복지공단내부업무시스템,직장보육지원시스템,4,N,Y,4,근로복지정보시스템(정보화),근로자복지지원,"9,992,000",키워드매핑,내부,근로복지,업무처리시스템,공단,N,중,웹,내부,근로복지,업무처리시스템,공단,N,중,웹
근로복지공단,근로복지공단의료시스템,케어정보시스템,4,N,N,62,근로복지공단 기관운영경비,산재보험및예방기금운영비,"39,702,000",기본매핑(검토필요),내부,근로복지,의료정보,공단,N,고,웹,내부,근로복지,의료정보,공단,N,고,웹
근로복지공단,노동보험시스템,통합문서관리시스템(두루모아),3,N,Y,62,근로복지공단 기관운영경비,산재보험및예방기금운영비,"39,702,000",기본매핑(검토필요),내부,행정지원,업무처리시스템,공단,N,저,웹,내부,행정지원,업무처리시스템,공단,N,저,웹
근로복지공단,근로복지공단의료시스템,통합의료정보시스템(EMR),2,N,Y,4,근로복지정보시스템(정보화),근로자복지지원,"9,992,000",키워드매핑,혼합,근로복지,의료정보,공단,N,고,웹,혼합,근로복지,의료정보,공단,N,고,웹
근로복지공단,근로복지공단내부업무시스템,통합인사급여시스템,4,N,Y,12,임금채권 정보화경비(정보화),임금채권정보화,"341,000",키워드매핑,내부,근로복지,업무처리시스템,공단,Y,고,웹,내부,근로복지,업무처리시스템,공단,Y,고,웹
근로복지공단,근로복지공단내부업무시스템,통합인증시스템,3,N,N,62,근로복지공단 기관운영경비,산재보험및예방기금운영비,"39,702,000",기본매핑(검토필요),내부,행정지원,내부인프라,공단,N,저,웹,내부,행정지원,내부인프라,공단,N,저,웹
근로복지공단,근로복지공단내부업무시스템,통합재정정보시스템,3,N,N,62,근로복지공단 기관운영경비,산재보험및예방기금운영비,"39,702,000",기본매핑(검토필요),내부,행정지원,업무처리시스템,공단,N,저,웹,내부,행정지원,업무처리시스템,공단,N,저,웹
근로복지공단,근로복지공단중소퇴직기금시스템,퇴직연금기록관리시스템,3,N,Y,62,근로복지공단 기관운영경비,산재보험및예방기금운영비,"39,702,000",기본매핑(검토필요),혼합,근로복지,금융/기금,공단,Y,고,웹,혼합,근로복지,금융/기금,공단,Y,고,웹
근로복지공단,홈페이지,퇴직연금홈페이지,2,N,Y,4,근로복지정보시스템(정보화),근로자복지지원,"9,992,000",키워드매핑,대국민,근로복지,홈페이지/포털,공단,Y,중,웹,대국민,근로복지,홈페이지/포털,공단,Y,중,웹
한국장애인고용공단,장애인고용포털,e신고시스템,4,N,N,13,장애인고용정보화(정보화),장애인고용정보화,"4,530,000",기관매핑,혼합,장애인고용,업무처리시스템,공단,N,중,웹,혼합,장애인고용,업무처리시스템,공단,N,중,웹
한국장애인고용공단,홈페이지,대표홈페이지,3,N,N,13,장애인고용정보화(정보화),장애인고용정보화,"4,530,000",기관매핑,대국민,정보공개·홍보,홈페이지/포털,공단,N,저,웹,대국민,정보공개·홍보,홈페이지/포털,공단,N,저,웹
한국장애인고용공단,장애인고용포털,장애인 고용컨설팅 포털,4,N,N,13,장애인고용정보화(정보화),장애인고용정보화,"4,530,000",기관매핑,대국민,장애인고용,홈페이지/포털,공단,N,중,웹,대국민,장애인고용,홈페이지/포털,공단,N,중,웹
한국장애인고용공단,장애인고용포털,장애인고용업무시스템,1,N,N,13,장애인고용정보화(정보화),장애인고용정보화,"4,530,000",기관매핑,혼합,장애인고용,업무처리시스템,공단,N,고,웹,혼합,장애인고용,업무처리시스템,공단,N,고,웹
한국장애인고용공단,장애인고용포털,장애인직업능력평가포털,2,N,N,13,장애인고용정보화(정보화),장애인고용정보화,"4,530,000",기관매핑,대국민,장애인고용,홈페이지/포털,공단,N,중,웹,대국민,장애인고용,홈페이지/포털,공단,N,중,웹
한국장애인고용공단,장애인공단 내부업무시스템,지앤조이,3,N,N,13,장애인고용정보화(정보화),장애인고용정보화,"4,530,000",기관매핑,대국민,장애인고용,업무처리시스템,공단,N,저,웹,대국민,장애인고용,업무처리시스템,공단,N,저,웹
한국장애인고용공단,장애인공단 내부업무시스템,직장 내 장애인 인식개선 교육 시스템,3,N,N,13,장애인고용정보화(정보화),장애인고용정보화,"4,530,000",기관매핑,혼합,장애인고용,교육/학습(LMS),공단,N,중,웹,혼합,장애인고용,교육/학습(LMS),공단,N,중,웹
한국장애인고용공단,장애인고용포털,장애인고용포털,2,-,-,13,장애인고용정보화(정보화),장애인고용정보화,"4,530,000",기관매핑,대국민,장애인고용,홈페이지/포털,공단,N,중,웹,대국민,장애인고용,홈페이지/포털,공단,N,중,웹
건설근로자공제회,건설기능플러스,건설기능플러스,4,Y,Y,,건설근로자공제회 정보화운영(정보화),,,기관매핑,대국민,근로복지,업무처리시스템,공제회,N,저,웹,대국민,근로복지,업무처리시스템,공제회,N,저,웹
건설근로자공제회,건설일드림넷,건설일드림넷,4,Y,Y,,건설근로자공제회 정보화운영(정보화),,,기관매핑,대국민,근로복지,업무처리시스템,공제회,N,저,웹,대국민,근로복지,업무처리시스템,공제회,N,저,웹
건설근로자공제회,건설근로자공제회내부업무시스템,그룹웨어,3,Y,Y,,건설근로자공제회 정보화운영(정보화),,,기관매핑,내부,행정지원,업무처리시스템,공제회,N,저,웹,내부,행정지원,업무처리시스템,공제회,N,저,웹
건설근로자공제회,건설근로자공제회내부업무시스템,퇴직공제EDI,4,Y,Y,,건설근로자공제회 정보화운영(정보화),,,기관매핑,혼합,근로복지,금융/기금,공제회,Y,중,웹,혼합,근로복지,금융/기금,공제회,Y,중,웹
건설근로자공제회,건설근로자공제회내부업무시스템,하나로서비스,3,Y,Y,,건설근로자공제회 정보화운영(정보화),,,기관매핑,혼합,근로복지,업무처리시스템,공제회,N,중,웹,혼합,근로복지,업무처리시스템,공제회,N,중,웹
건설근로자공제회,홈페이지,홈페이지,3,Y,Y,,건설근로자공제회 정보화운영(정보화),,,기관매핑,대국민,정보공개·홍보,홈페이지/포털,공제회,N,저,웹,대국민,정보공개·홍보,홈페이지/포털,공제회,N,저,웹
